ProteinName	SampleID	Condition	NormIntensity	Ibaq	IbaqNorm	IbaqLog	IbaqPpb	MolecularWeight	TPA	CopyNumber	Moles[nmol]	Weight[ng]	Concentration[nM]
P52434	PXD000396-Sample-7	HeLa	381053624	8467858.311	0.000397812	6.599677498	39781.16503	17132.44807	22241.6331	8.85E+16	146.9812592	2518148.789	120.3370124
P52565	PXD000396-Sample-7	HeLa	1980134880	36669164.44	0.001722681	7.236204929	172268.126	23192.70549	85377.48565	3.40E+17	564.2072364	13085492.27	461.9297288
P52594	PXD000396-Sample-7	HeLa	27506020	1618001.176	7.60E-05	5.880882748	7601.210301	58224.16415	472.4158844	1.88006E+15	3.121905717	181770.3509	2.555977606
P52597	PXD000396-Sample-7	HeLa	3028454321	14421211.05	0.000677494	6.830905648	67749.43034	45642.85556	66351.11419	2.64E+17	438.4736618	20013190.01	358.9886953
P52701	PXD000396-Sample-7	HeLa	278988377	673884.9686	3.17E-05	5.500489684	3165.845266	152688.8583	1827.169186	7.27152E+15	12.07463618	1843662.413	9.885788511
P52732	PXD000396-Sample-7	HeLa	616589972.5	613522.3607	2.88E-05	5.459734311	2882.267674	119085.0347	5177.728453	2.06E+16	34.21641946	4074663.499	28.01378703
P52788	PXD000396-Sample-7	HeLa	1286886318	4289621.06	0.000201522	6.304322844	20152.2176	41241.78442	31203.45873	1.24E+17	206.204447	8504239.35	168.8244286
P52789	PXD000396-Sample-7	HeLa	516155644	768088.756	3.61E-05	5.557315323	3608.405388	102313.4684	5044.845533	2.01E+16	33.33827806	3410954.858	27.29483202
P52815	PXD000396-Sample-7	HeLa	760600332	19015008.3	0.000893306	6.951000434	89330.63774	21334.64818	35650.94327	1.42E+17	235.5951341	5026339.298	192.8872751
P52888	PXD000396-Sample-7	HeLa	524221720	1617968.272	7.60E-05	5.880873916	7601.055717	78789.47837	6653.448288	2.65E+16	43.96854326	3464258.588	35.99808006
P52907	PXD000396-Sample-7	HeLa	470280502	6029237.205	0.000283248	6.452166286	28324.76306	32902.32808	14293.22876	5.69E+16	94.45514865	3107794.29	77.33265082
P52943	PXD000396-Sample-7	HeLa	335369606	7984990.619	0.000375127	6.574178325	37512.70013	22478.00236	14919.9026	5.94E+16	98.59645024	2216251.242	80.72323179
P52948	PXD000396-Sample-7	HeLa	483813642	646809.6818	3.04E-05	5.482680427	3038.648233	197456.5941	2450.22783	9.75108E+15	16.19204714	3197226.48	13.25680966
P53004	PXD000396-Sample-7	HeLa	534509116	4772402.821	0.000224203	6.350641009	22420.27881	33407.33035	15999.75545	6.37E+16	105.7325329	3532241.655	86.5657104
P53007	PXD000396-Sample-7	HeLa	273803797	2444676.759	0.000114849	6.060125359	11484.85083	33991.00152	8055.184748	3.21E+16	53.23175649	1809400.716	43.5820905
P53041	PXD000396-Sample-7	HeLa	713118444	3169415.307	0.000148896	6.172883066	14889.60121	56842.24856	12545.57063	4.99E+16	82.90595207	4712560.735	67.87705206
P53350	PXD000396-Sample-7	HeLa	213843542	1257903.188	5.91E-05	5.771551133	5909.505389	68211.58825	3135.00312	1.25E+16	20.71730542	1413160.307	16.96174501
P53384	PXD000396-Sample-7	HeLa	120791176.2	3355310.45	0.000157629	6.197636625	15762.9183	34512.35259	3499.940373	1.39E+16	23.12895104	798234.5133	18.93621597
P53396	PXD000396-Sample-7	HeLa	4869288267	2083563.657	9.79E-05	5.990710689	9788.37702	120761.8815	40321.40115	1.60E+17	266.4593146	32178128.17	218.1565053
P53582	PXD000396-Sample-7	HeLa	127479780	2124663	9.98E-05	5.99919397	9981.457687	43187.25013	2951.792013	1.17E+16	19.50657602	842435.3777	15.97049238
P53597	PXD000396-Sample-7	HeLa	175630533	3377510.25	0.000158672	6.200500591	15867.21078	36226.84521	4848.076944	1.93E+16	32.0379556	1160634.058	26.23022745
P53611	PXD000396-Sample-7	HeLa	534796934	6945414.727	0.000326289	6.513602099	32628.8749	36900.30664	14493.0214	5.77E+16	95.77545522	3534143.666	78.41361685
P53618	PXD000396-Sample-7	HeLa	4343040485	4112727.732	0.000193212	6.286033875	19321.19015	107073.7494	40561.20675	1.61E+17	268.0440422	28700480.59	219.453959
P53621	PXD000396-Sample-7	HeLa	5311675813	1924520.222	9.04E-05	5.956226394	9041.206613	138257.8873	38418.60973	1.53E+17	253.8849377	35101595.09	207.8615672
P53634	PXD000396-Sample-7	HeLa	579644456	3066901.884	0.00014408	6.158603797	14408.00324	51820.28642	11185.66677	4.45E+16	73.91918478	3830513.327	60.5193744
P53701	PXD000396-Sample-7	HeLa	560937550.5	3116319.725	0.000146402	6.165545924	14640.16339	30581.8204	18342.18968	7.30E+16	121.2122384	3706890.906	99.23930927
P53801	PXD000396-Sample-7	HeLa	413770058	19703336.1	0.000925643	6.966443681	92564.33398	20310.23898	20372.48593	8.11E+16	134.6292164	2734351.558	110.2241045
P53985	PXD000396-Sample-7	HeLa	315778019	4385805.819	0.000206041	6.313953315	20604.08414	53908.85119	5857.628423	2.33E+16	38.70945975	2086782.505	31.69234475
P53990	PXD000396-Sample-7	HeLa	80096786	2427175.333	0.000114026	6.057005065	11402.63086	39725.46024	2016.258226	8.02403E+15	13.32420922	529310.3437	10.90884334
P53992	PXD000396-Sample-7	HeLa	152721137	763605.685	3.59E-05	5.554773068	3587.344362	118249.1516	1291.519938	5.13981E+15	8.534860091	1009239.965	6.987690609
P53999	PXD000396-Sample-7	HeLa	2440957650	81365255	0.00382246	7.582342905	382245.9609	14386.41024	169671.0722	6.75E+17	1121.251651	16130786.23	917.9950871
P54105	PXD000396-Sample-7	HeLa	391842620	16326775.83	0.000767016	6.884804345	76701.58616	26198.91863	14956.4425	5.95E+16	98.83791992	2589446.621	80.92092869
P54136	PXD000396-Sample-7	HeLa	2327558581	2419499.564	0.000113666	6.055629463	11366.57085	75330.86364	30897.80826	1.23E+17	204.1845913	15381401.6	167.1707252
P54577	PXD000396-Sample-7	HeLa	2085237483	2413469.308	0.000113382	6.054545696	11338.2413	59106.09906	35279.56532	1.40E+17	233.1409258	13780050.66	190.8779571
P54578	PXD000396-Sample-7	HeLa	2027757098	4268962.312	0.000200552	6.302226236	20055.16483	56033.02539	36188.60634	1.44E+17	239.1482183	13400198.19	195.7962686
P54709	PXD000396-Sample-7	HeLa	565511382	5890743.563	0.000276741	6.442074032	27674.13355	31492.0944	17957.24904	7.15E+16	118.6684028	3737116.543	97.15661122
P54725	PXD000396-Sample-7	HeLa	176758504	4532269.333	0.000212922	6.328219625	21292.15531	39584.64846	4465.329639	1.78E+16	29.50861432	1168088.124	24.15939628
P54727	PXD000396-Sample-7	HeLa	1119905342	9571840.53	0.000449676	6.65289937	44967.56485	43144.61957	25957.01047	1.03E+17	171.5339007	7400764.888	140.4388372
P54819	PXD000396-Sample-7	HeLa	2805908320	18220183.9	0.000855966	6.932456671	85596.63091	26460.77201	106040.3044	4.22E+17	700.7550839	18542520.51	573.7246617
P54886	PXD000396-Sample-7	HeLa	10406444395	13040657.14	0.000612637	6.787203392	61263.72391	87247.54346	119274.9272	4.75E+17	788.2145572	68769783.84	645.3297887
P54920	PXD000396-Sample-7	HeLa	275881942	2554462.426	0.000120006	6.079203434	12000.61309	33211.27965	8306.8748	3.31E+16	54.89502108	1823133.896	44.94384432
P55010	PXD000396-Sample-7	HeLa	979578125	3425098.339	0.000160908	6.20657696	16090.77494	49191.8054	19913.44121	7.92E+16	131.5956724	6473428.709	107.7404708
P55036	PXD000396-Sample-7	HeLa	406850802	4843461.929	0.000227541	6.357059806	22754.1075	40711.19868	9993.584448	3.98E+16	66.04144665	2688626.456	54.06968499
P55060	PXD000396-Sample-7	HeLa	5871623328	2625949.61	0.000123365	6.091190303	12336.45285	110346.2822	53210.88497	2.12E+17	351.6379772	38801943.46	287.8942789
P55072	PXD000396-Sample-7	HeLa	11875471708	6146724.487	0.000288767	6.460547662	28876.70674	89265.71971	133035.0749	5.29E+17	879.1469014	78477680.88	719.7782367
P55081	PXD000396-Sample-7	HeLa	65153720	1143047.719	5.37E-05	5.729968277	5369.925699	51926.62749	1254.726585	4.99339E+15	8.291715477	430560.8208	6.788622397
P55084	PXD000396-Sample-7	HeLa	596078251	2292608.658	0.000107704	6.032233843	10770.44986	51261.52195	11628.18091	4.63E+16	76.84348826	3939114.16	62.91357041
P55145	PXD000396-Sample-7	HeLa	497947166	7903923.27	0.000371319	6.569746631	37131.8537	20686.81196	24070.75421	9.58E+16	159.0687944	3290626.238	130.2333616
P55209	PXD000396-Sample-7	HeLa	4405767196	33890516.89	0.001592143	7.201982108	159214.3132	45345.93395	97159.03527	3.87E+17	642.0642441	29115002.8	525.6730914
P55210	PXD000396-Sample-7	HeLa	23965834	665717.6111	3.13E-05	5.495193961	3127.475824	34254.78912	699.6345508	2.78431E+15	4.623453986	158375.4413	3.785330475
P55263	PXD000396-Sample-7	HeLa	590488358	2460368.158	0.000115586	6.062904013	11558.56748	40519.66104	14572.88494	5.80E+16	96.30322414	3902173.999	78.84571367
P55265	PXD000396-Sample-7	HeLa	184834160	551743.7612	2.59E-05	5.413641346	2592.037893	135980.8943	1359.26566	5.40942E+15	8.982549857	1221455.162	7.354224745
P55327	PXD000396-Sample-7	HeLa	951823950	16996856.25	0.000798496	6.902272517	79849.55801	24312.23469	39149.99843	1.56E+17	258.7182352	6290018.455	211.8187016
P55735	PXD000396-Sample-7	HeLa	1508395262	10548218.62	0.000495545	6.695083037	49554.49301	35518.11453	42468.33713	1.69E+17	280.6470927	9968055.579	229.7723727
P55769	PXD000396-Sample-7	HeLa	754131764	18853294.1	0.000885709	6.947291157	88570.92034	14164.55477	53240.76726	2.12E+17	351.8354509	4983592.515	288.0559552
P55786	PXD000396-Sample-7	HeLa	979315471.5	1419297.785	6.67E-05	5.82397744	6667.721321	103210.7296	9488.504496	3.78E+16	62.70368422	6471692.994	51.33698042
P55795	PXD000396-Sample-7	HeLa	277628914	3855957.139	0.000181149	6.258036113	18114.90718	49232.2873	5639.163427	2.24E+16	37.2657591	1834678.559	30.51035308
P55809	PXD000396-Sample-7	HeLa	1626318052	4170046.287	0.000195905	6.292044791	19590.46709	56121.92985	28978.29879	1.15E+17	191.499735	10747334.69	156.7853352
P55884	PXD000396-Sample-7	HeLa	4518487439	4153021.543	0.000195105	6.290268099	19510.48651	92423.82045	48888.77583	1.95E+17	323.075819	29859901.49	264.5097684
P56134	PXD000396-Sample-7	HeLa	365579300	45697412.5	0.002146819	7.331795525	214681.9469	10910.69663	33506.50396	1.33E+17	221.423855	2415888.509	181.2849157
P56182	PXD000396-Sample-7	HeLa	14650380.5	293007.61	1.38E-05	5.138782815	1376.520917	52806.55126	277.4349044	1.1041E+15	1.833396468	96815.3446	1.501044791
P56192	PXD000396-Sample-7	HeLa	1811457100	2072605.378	9.74E-05	5.988420536	9736.8961	101051.9064	17926.0062	7.13E+16	118.461938	11970804.67	96.98757369
P56385	PXD000396-Sample-7	HeLa	253651290	31706411.25	0.001489536	7.173051004	148953.5998	7928.325534	31993.04682	1.27E+17	211.4223485	1676225.204	173.0964472
P56537	PXD000396-Sample-7	HeLa	1144602084	18168287.05	0.000853528	6.931217898	85352.82462	26582.19478	43058.97588	1.71E+17	284.5502605	7563970.451	232.967988
P56545	PXD000396-Sample-7	HeLa	60608761.8	1683576.717	7.91E-05	5.898136826	7909.277735	48914.11463	1239.085329	4.93114E+15	8.188352041	400525.9904	6.703996322
P56556	PXD000396-Sample-7	HeLa	82718911	5169931.938	0.000242878	6.385388741	24287.83147	15126.89354	5468.334315	2.18E+16	36.13685467	546638.3534	29.58609249
P57088	PXD000396-Sample-7	HeLa	630054564	10500909.4	0.000493322	6.693130827	49332.23897	27959.8119	22534.29194	8.97E+16	148.9152613	4163642.694	121.9204253
P57678	PXD000396-Sample-7	HeLa	657767438	1195940.796	5.62E-05	5.749613596	5618.41217	119959.9267	5483.22641	2.18E+16	36.23526737	4346780.015	29.66666527
P57740	PXD000396-Sample-7	HeLa	286930235	650635.4535	3.06E-05	5.48524164	3056.621332	106306.8926	2699.074613	1.07E+16	17.83652232	1896145.262	14.60318015
P58107	PXD000396-Sample-7	HeLa	3049122945	335880.4742	1.58E-05	5.198088673	1577.933414	555315.9297	5490.789623	2.19E+16	36.28524798	20149776.22	29.70758558
P58546	PXD000396-Sample-7	HeLa	526007418	17533580.6	0.00082371	6.915774529	82371.03619	12886.60546	40818.15182	1.62E+17	269.742034	3476059.167	220.8441448
P59998	PXD000396-Sample-7	HeLa	443731202	8874624.04	0.000416921	6.620053879	41692.11039	19654.30385	22576.79567	8.98E+16	149.1961422	2932346.312	122.1503892
P60033	PXD000396-Sample-7	HeLa	100951470	7210819.286	0.000338757	6.529888527	33875.71939	25792.11539	3914.043826	1.56E+16	25.8655058	667126.1102	21.17669769
P60174	PXD000396-Sample-7	HeLa	24026005690	93851584.73	0.004409055	7.644345525	440905.5092	26652.74176	901445.9342	3.59E+18	5957.101166	158773079	4877.218774
P60228	PXD000396-Sample-7	HeLa	1970766962	3910251.909	0.0001837	6.264108652	18369.97866	52187.38834	37763.28007	1.50E+17	249.5542674	13023585.47	204.3159457
P60468	PXD000396-Sample-7	HeLa	195483770	16290314.17	0.000765303	6.883833375	76530.29284	9968.097515	19610.94077	7.80E+16	129.5966333	1291831.878	106.1038104
P60660	PXD000396-Sample-7	HeLa	2086752120	41735042.4	0.001960671	7.292404774	196067.1221	16919.13323	123336.8218	4.91E+17	815.0571176	13790059.96	667.3064239
P60842	PXD000396-Sample-7	HeLa	6961429464	22602043.71	0.001061822	7.026051626	106182.1771	46124.55583	150926.7534	6.01E+17	997.3819889	46003801.23	816.5800825
P60866	PXD000396-Sample-7	HeLa	2433230330	162215355.3	0.007620718	7.881995877	762071.7759	13364.30853	182069.3024	7.25E+17	1203.183921	16079721.13	985.0749623
P60891	PXD000396-Sample-7	HeLa	635648890	7945611.125	0.000373277	6.572031221	37327.69914	34811.92794	18259.51413	7.27E+16	120.6658866	4200612.15	98.79199821
P60900	PXD000396-Sample-7	HeLa	1504387090	9643506.987	0.000453042	6.656138915	45304.24682	27381.80911	54941.11378	2.19E+17	363.0719941	9941568.038	297.2555773
P60903	PXD000396-Sample-7	HeLa	1572090770	131007564.2	0.006154606	7.789200287	615460.6441	11195.51128	140421.5252	5.59E+17	927.9594036	10388979.97	759.7421798
P60953	PXD000396-Sample-7	HeLa	1157363426	16074492.03	0.000755164	6.878041173	75516.38167	21245.01733	54476.93489	2.17E+17	360.0045217	7648302.303	294.7441655
P60981	PXD000396-Sample-7	HeLa	1139841312	12952742.18	0.000608507	6.784265636	60850.7081	18493.47617	61634.77875	2.45E+17	407.3063047	7532509.44	333.4712473
P60983	PXD000396-Sample-7	HeLa	36673664	2292104	0.000107681	6.032138234	10768.07903	16702.48585	2195.700948	8.73815E+15	14.51003569	242353.6657	11.87970734
P61006	PXD000396-Sample-7	HeLa	124965424	4806362.462	0.000225798	6.353720434	22579.81785	23653.18873	5283.237936	2.10E+16	34.91366667	825819.547	28.58463971
P61009	PXD000396-Sample-7	HeLa	140274569.5	6679741.405	0.000313808	6.496663565	31380.76777	20300.53831	6909.894082	2.75E+16	45.66323562	926988.2639	37.38556453
P61011	PXD000396-Sample-7	HeLa	164462476.5	1370520.638	6.44E-05	5.808789495	6438.571083	55668.28939	2954.329625	1.18E+16	19.52334553	1086831.249	15.98422198
P61019	PXD000396-Sample-7	HeLa	631460576	9020865.371	0.000423791	6.627152117	42379.13778	23530.77081	26835.52448	1.07E+17	177.3394588	4172934.161	145.1919842
P61026	PXD000396-Sample-7	HeLa	354295372	6813372.538	0.000320086	6.505266051	32008.55369	22526.58915	15727.87472	6.26E+16	103.9358405	2341319.977	85.09471611
P61081	PXD000396-Sample-7	HeLa	717882630	10255466.14	0.000481792	6.68285932	48179.17071	20886.64882	34370.40744	1.37E+17	227.1328612	4744044.307	185.9590133
P61086	PXD000396-Sample-7	HeLa	361805586	6030093.1	0.000283288	6.452227933	28328.78397	22392.56608	16157.39727	6.43E+16	106.7742906	2390950.357	87.41862194
P61088	PXD000396-Sample-7	HeLa	711216048	17780401.2	0.000835306	6.921845471	83530.57508	17126.97453	41526.07611	1.65E+17	274.4202697	4699988.971	224.6743264
P61106	PXD000396-Sample-7	HeLa	955294019.8	5789660.726	0.000271993	6.43455703	27199.25633	23881.92777	40000.70803	1.59E+17	264.3400513	6312950.01	216.4214145
P61158	PXD000396-Sample-7	HeLa	588325472	4002214.095	0.00018802	6.274204232	18802.00796	47340.98161	12427.40332	4.95E+16	82.12505709	3887880.817	67.23771497
P61160	PXD000396-Sample-7	HeLa	806956644	8867655.429	0.000416594	6.619712724	41659.37254	44732.23377	18039.71267	7.18E+16	119.2133541	5332679.623	97.60277567
P61163	PXD000396-Sample-7	HeLa	437328102	5754317.132	0.000270332	6.431897708	27033.21561	42586.90573	10269.07437	4.09E+16	67.8619899	2890032.167	55.56020655
P61201	PXD000396-Sample-7	HeLa	406005024	2050530.424	9.63E-05	5.983770133	9633.190142	51564.05527	7873.799333	3.13E+16	52.03309196	2683037.229	42.60071567
P61221	PXD000396-Sample-7	HeLa	586586993.2	2247459.744	0.000105583	6.023595837	10558.34471	67271.01786	8719.757957	3.47E+16	57.62351165	3876392.281	47.1777237
P61247	PXD000396-Sample-7	HeLa	7621918340	32024866.97	0.001504497	7.17739125	150449.6735	29925.73941	254694.4032	1.01E+18	1683.118497	50368565.55	1378.008684
P61254	PXD000396-Sample-7	HeLa	574845170	47903764.17	0.002250472	7.352273556	225047.1699	17247.53237	33329.12545	1.33E+17	220.2516696	3798797.801	180.32522
P61289	PXD000396-Sample-7	HeLa	1721071134	12035462.48	0.000565414	6.752366698	56541.41831	29487.55922	58366.00856	2.32E+17	385.7050151	11373499.47	315.7857637
P61313	PXD000396-Sample-7	HeLa	4440302220	33638653.18	0.001580311	7.198742514	158031.0823	24131.084	184007.5738	7.32E+17	1215.992763	29343223.51	995.5618628
P61353	PXD000396-Sample-7	HeLa	3691557000	147662280	0.006937029	7.841173485	693702.8601	15787.74766	233824.1705	9.31E+17	1545.199979	24395227.35	1265.09155
P61421	PXD000396-Sample-7	HeLa	55541235.5	1735663.609	8.15E-05	5.911369473	8153.976831	40303.21702	1378.084421	5.48431E+15	9.106911465	367037.8291	7.456042517
P61513	PXD000396-Sample-7	HeLa	896330996	56020687.25	0.002631797	7.420252348	263179.6757	10268.47467	87289.59509	3.47E+17	576.8431905	5923299.689	472.2750815
P61586	PXD000396-Sample-7	HeLa	465846030	17253556.67	0.000810555	6.90878255	81055.51131	21754.07229	21414.19886	8.52E+16	141.5132557	3078489.594	115.8602294
P61604	PXD000396-Sample-7	HeLa	4956684200	88512217.86	0.004158217	7.618907138	415821.6891	10924.87121	453706.4194	1.81E+18	2998.266382	32755674.09	2454.751175
P61619	PXD000396-Sample-7	HeLa	534956290	6686953.625	0.000314147	6.497132226	31414.65007	52230.51367	10242.21767	4.08E+16	67.68451053	3535196.752	55.41490002
P61758	PXD000396-Sample-7	HeLa	270939782	3010442.022	0.000141428	6.150534183	14142.76037	22611.47261	11982.40321	4.77E+16	79.18432536	1790474.204	64.83006877
P61764	PXD000396-Sample-7	HeLa	88186100	948237.6344	4.45E-05	5.648821103	4454.727091	67525.86186	1305.960377	5.19728E+15	8.630288061	582767.6394	7.065819732
P61916	PXD000396-Sample-7	HeLa	138675012	3466875.3	0.00016287	6.211842136	16287.03899	16559.4853	8374.35521	3.33E+16	55.34095756	916417.7732	45.30894301
P61923	PXD000396-Sample-7	HeLa	254579756	25457975.6	0.001195991	7.077727781	119599.0641	20185.4663	12612.03245	5.02E+16	83.34515735	1682360.865	68.23663974
P61960	PXD000396-Sample-7	HeLa	176162654	22020331.75	0.001034494	7.014727773	103449.3516	9111.872654	19333.30948	7.69E+16	127.761939	1164150.518	104.6017031
P61964	PXD000396-Sample-7	HeLa	29101349	909417.1563	4.27E-05	5.630667058	4272.352305	36565.45248	795.8700639	3.16729E+15	5.259415241	192312.8981	4.306006905
P61970	PXD000396-Sample-7	HeLa	573884400	16396697.14	0.000770301	6.88666029	77030.06959	14469.04848	39662.89842	1.58E+17	262.1076755	3792448.663	214.593716
P61978	PXD000396-Sample-7	HeLa	14534358456	30279913.45	0.001422521	7.153058545	142252.0536	50944.40301	285298.4351	1.14E+18	1885.361702	96048626.34	1543.58995
P61981	PXD000396-Sample-7	HeLa	2916065724	18225410.78	0.000856212	6.932581241	85621.18627	28284.91289	103096.1536	4.10E+17	681.2990038	19270482.97	557.7955116
P62081	PXD000396-Sample-7	HeLa	6070459312	50169085.22	0.002356894	7.372340097	235689.4253	22113.25804	274516.7311	1.09E+18	1814.112058	40115928.06	1485.256191
P62136	PXD000396-Sample-7	HeLa	147426100	2730112.963	0.000128258	6.108084532	12825.80203	37487.80433	3932.641632	1.57E+16	25.98840725	974248.3258	21.27731999
P62140	PXD000396-Sample-7	HeLa	381410136	5608972.588	0.000263504	6.420787233	26350.40124	37162.62617	10263.27188	4.08E+16	67.82364481	2520504.758	55.52881252
P62191	PXD000396-Sample-7	HeLa	1311050286	3878846.999	0.000182224	6.260606564	18222.44148	49153.69388	26672.46715	1.06E+17	176.2619134	8663924.133	144.3097724
P62195	PXD000396-Sample-7	HeLa	1178651095	3069403.893	0.000144198	6.158957955	14419.75743	45597.05329	25849.28214	1.03E+17	170.8219904	7788979.401	139.8559796
P62241	PXD000396-Sample-7	HeLa	7954064534	72309677.58	0.003397037	7.53110034	339703.7493	24190.16276	328814.0148	1.31E+18	2172.929375	52563515.25	1779.028365
P62244	PXD000396-Sample-7	HeLa	3362306956	46698707.72	0.002193859	7.341208778	219385.9333	14829.96749	226723.8251	9.02E+17	1498.278168	22219416.53	1226.67556
P62249	PXD000396-Sample-7	HeLa	5647559796	46674047.9	0.002192701	7.340979383	219270.0839	16435.041	343629.1881	1.37E+18	2270.833734	37321245.53	1859.184965
P62253	PXD000396-Sample-7	HeLa	45908708	4590870.8	0.000215675	6.333798986	21567.45923	19496.88767	2354.668539	9.37079E+15	15.56055462	303382.3855	12.73979189
P62258	PXD000396-Sample-7	HeLa	7997468190	39203275.44	0.001841731	7.265226269	184173.1301	29155.41615	274304.7175	1.09E+18	1812.71099	52850343.29	1484.109104
P62263	PXD000396-Sample-7	HeLa	3963960270	165165011.3	0.00775929	7.889821966	775928.9691	16262.53289	243748.0248	9.70E+17	1610.780622	26195372.84	1318.783964
P62266	PXD000396-Sample-7	HeLa	2452389590	81746319.67	0.003840362	7.584372124	384036.1652	15797.71725	155236.9593	6.18E+17	1025.865486	16206332.88	839.9001909
P62269	PXD000396-Sample-7	HeLa	5569553440	56258115.56	0.002642951	7.422089096	264295.0906	17707.86026	314524.3614	1.25E+18	2078.497854	36805749.55	1701.715058
P62273	PXD000396-Sample-7	HeLa	825393580	206348395	0.009694045	7.98650501	969404.4531	6672.303469	123704.4424	4.92E+17	817.4864958	5454517.982	669.295413
P62277	PXD000396-Sample-7	HeLa	5003783210	69496989.03	0.0032649	7.513869904	326490.0153	17211.66664	290720.4348	1.16E+18	1921.192359	33066922.44	1572.925351
P62280	PXD000396-Sample-7	HeLa	4679240180	42538547.09	0.001998419	7.300686568	199841.908	18418.99316	254044.2976	1.01E+18	1678.82235	30922217.38	1374.491326
P62304	PXD000396-Sample-7	HeLa	798502740	99812842.5	0.004689109	7.671090339	468910.9116	10796.63697	73958.46896	2.94E+17	488.7459857	5276812.977	400.1478288
P62306	PXD000396-Sample-7	HeLa	971906770	64793784.67	0.003043948	7.483437263	304394.8241	9718.776787	100002.9933	3.98E+17	660.8582117	6422733.447	541.0601545
P62310	PXD000396-Sample-7	HeLa	187716982	31286163.67	0.001469793	7.167256228	146979.3181	11838.02347	15857.12197	6.31E+16	104.789956	1240505.958	85.79400053
P62314	PXD000396-Sample-7	HeLa	1118140530	69883783.13	0.003283071	7.516280322	328307.1359	13273.36405	84239.42306	3.35E+17	556.6864814	7389102.332	455.7723099
P62316	PXD000396-Sample-7	HeLa	1964993014	30703015.84	0.001442397	7.159084952	144239.747	13518.22685	145358.7838	5.78E+17	960.5867059	12985429	786.4549193
P62318	PXD000396-Sample-7	HeLa	957359170	39889965.42	0.001873991	7.272767575	187399.132	13907.30424	68838.5868	2.74E+17	454.9118368	6326597.316	372.4470156
P62330	PXD000396-Sample-7	HeLa	46271356	6610193.714	0.00031054	6.492118102	31054.03957	20069.43488	2305.563474	9.17536E+15	15.23604948	305778.9029	12.47411191
P62333	PXD000396-Sample-7	HeLa	1158725193	4138304.261	0.000194413	6.288726333	19441.34617	44145.09923	26248.10484	1.04E+17	173.4575642	7657301.382	142.0137857
P62424	PXD000396-Sample-7	HeLa	7358099310	61317494.25	0.002880636	7.459488314	288063.5538	29977.02418	245457.9636	9.77E+17	1622.080555	48625148.02	1328.035485
P62495	PXD000396-Sample-7	HeLa	2237725890	6215905.25	0.000292017	6.465408301	29201.71116	49000.15004	45667.73547	1.82E+17	301.7899465	14787752.66	247.0825242
P62633	PXD000396-Sample-7	HeLa	870693126	8372049.288	0.000393311	6.594735692	39331.06367	19449.5637	44766.71761	1.78E+17	295.8356742	5753874.791	242.2076215
P62701	PXD000396-Sample-7	HeLa	5115550190	42629584.92	0.002002696	7.301615019	200269.5948	29579.05395	172945.0238	6.88E+17	1142.887181	33805521.6	935.7086044
P62714	PXD000396-Sample-7	HeLa	61722996	3857687.25	0.00018123	6.258230931	18123.03507	35552.32947	1736.116787	6.90916E+15	11.47292693	407889.2782	9.393155003
P62750	PXD000396-Sample-7	HeLa	3551429410	84557843.1	0.003972444	7.599057812	397244.4256	17684.13425	200825.7436	7.99E+17	1327.133692	23469210.38	1086.555555
P62753	PXD000396-Sample-7	HeLa	4291116584	43344611.96	0.002036287	7.308839034	203628.7215	28662.98672	149709.3316	5.96E+17	989.3367977	28357347.5	809.9932953
P62805	PXD000396-Sample-7	HeLa	1533988620	51132954	0.002402176	7.380604798	240217.5859	11360.38178	135029.6715	5.37E+17	892.3279623	10137186.32	730.5698812
P62820	PXD000396-Sample-7	HeLa	207562180	6918739.333	0.000325036	6.511930884	32503.55652	22663.37946	9158.483197	3.64E+16	60.52277664	1371650.653	49.55142011
P62826	PXD000396-Sample-7	HeLa	11943817170	119438171.7	0.005611088	7.749047062	561108.7768	24407.6179	489347.9249	1.95E+18	3233.799148	78929333.96	2647.587388
P62829	PXD000396-Sample-7	HeLa	4579824800	84811570.37	0.003984364	7.60035902	398436.4114	14856.0616	308279.874	1.23E+18	2037.231882	30265242.34	1667.929637
P62841	PXD000396-Sample-7	HeLa	1812116440	60403881.33	0.002837715	7.452968761	283771.4902	17029.17337	106412.4723	4.23E+17	703.2145121	11975161.85	575.7382534
P62847	PXD000396-Sample-7	HeLa	2498029032	104084543	0.004889789	7.689290155	488978.9401	15413.43189	162068.3213	6.45E+17	1071.009751	16507935.86	876.8608623
P62851	PXD000396-Sample-7	HeLa	3360444351	134417774	0.006314815	7.800360614	631481.4745	13733.69867	244686.0407	9.74E+17	1616.979391	22207107.72	1323.859043
P62857	PXD000396-Sample-7	HeLa	1500112800	166679200	0.007830425	7.893785322	783042.4788	7836.20143	191433.6702	7.62E+17	1265.067262	9913321.887	1035.740309
P62861	PXD000396-Sample-7	HeLa	913119766	152186627.7	0.007149578	7.854280409	714957.8002	14380.77003	63495.88818	2.53E+17	419.6052311	6034246.333	343.5406675
P62873	PXD000396-Sample-7	HeLa	81342376	3128552.923	0.000146976	6.167247421	14697.63375	37353.01325	2177.665707	8.66637E+15	14.39085189	537541.6811	11.78212876
P62879	PXD000396-Sample-7	HeLa	492700820	7580012.615	0.000356102	6.551573844	35610.15332	37307.05941	13206.63777	5.26E+16	87.27453782	3255956.367	71.45371592
